Ano	Estado	Mes	Numero	Periodo
2003	RS	Setembro	828	01/01/2003
2004	RS	Setembro	431	01/01/2004
2005	RS	Setembro	189	01/01/2005
2006	RS	Setembro	444	01/01/2006
2007	RS	Setembro	573	01/01/2007
2008	RS	Setembro	97	01/01/2008
2009	RS	Setembro	39	01/01/2009
2010	RS	Setembro	250	01/01/2010
2011	RS	Setembro	449	01/01/2011
2012	RS	Setembro	113	01/01/2012
2013	RS	Setembro	290	01/01/2013
2014	RS	Setembro	224	01/01/2014
2015	RS	Setembro	222	01/01/2015
2016	RS	Setembro	628	01/01/2016
2017	RS	Setembro	343	01/01/2017
1998	RS	Outubro	169	01/01/1998
1999	RS	Outubro	56	01/01/1999
2000	RS	Outubro	10	01/01/2000
2001	RS	Outubro	13	01/01/2001
2002	RS	Outubro	10	01/01/2002
2003	RS	Outubro	360	01/01/2003
2004	RS	Outubro	680	01/01/2004
2005	RS	Outubro	83	01/01/2005
2006	RS	Outubro	160	01/01/2006
2007	RS	Outubro	21	01/01/2007
2008	RS	Outubro	135	01/01/2008
2009	RS	Outubro	148	01/01/2009
2010	RS	Outubro	95	01/01/2010
2011	RS	Outubro	74	01/01/2011
2012	RS	Outubro	91	01/01/2012
2013	RS	Outubro	104	01/01/2013
2014	RS	Outubro	110	01/01/2014
2015	RS	Outubro	70	01/01/2015
2016	RS	Outubro	93	01/01/2016
2017	RS	Outubro	101	01/01/2017
1998	RS	Novembro	28	01/01/1998
1999	RS	Novembro	103	01/01/1999
2000	RS	Novembro	18	01/01/2000
2001	RS	Novembro	49	01/01/2001
2002	RS	Novembro	117	01/01/2002
2003	RS	Novembro	121	01/01/2003
2004	RS	Novembro	161	01/01/2004
2005	RS	Novembro	227	01/01/2005
2006	RS	Novembro	27	01/01/2006
2007	RS	Novembro	13	01/01/2007
2008	RS	Novembro	14	01/01/2008
2009	RS	Novembro	4	01/01/2009
2010	RS	Novembro	90	01/01/2010
2011	RS	Novembro	117	01/01/2011
2012	RS	Novembro	74	01/01/2012
2013	RS	Novembro	110	01/01/2013
2014	RS	Novembro	68	01/01/2014
2015	RS	Novembro	30	01/01/2015
2016	RS	Novembro	105	01/01/2016
2017	RS	Novembro	137	01/01/2017
1998	RS	Dezembro	605	01/01/1998
1999	RS	Dezembro	1.110	01/01/1999
2000	RS	Dezembro	80	01/01/2000
2001	RS	Dezembro	80	01/01/2001
2002	RS	Dezembro	45	01/01/2002
2003	RS	Dezembro	98	01/01/2003
2004	RS	Dezembro	99	01/01/2004
2005	RS	Dezembro	35	01/01/2005
2006	RS	Dezembro	15	01/01/2006
2007	RS	Dezembro	25	01/01/2007
2008	RS	Dezembro	32	01/01/2008
2009	RS	Dezembro	15	01/01/2009
2010	RS	Dezembro	103	01/01/2010
2011	RS	Dezembro	69	01/01/2011
2012	RS	Dezembro	38	01/01/2012
2013	RS	Dezembro	62	01/01/2013
2014	RS	Dezembro	31	01/01/2014
2015	RS	Dezembro	42	01/01/2015
2016	RS	Dezembro	79	01/01/2016
1998	RO	Janeiro	0	01/01/1998
1999	RO	Janeiro	1	01/01/1999
2000	RO	Janeiro	0	01/01/2000
2001	RO	Janeiro	0	01/01/2001
2002	RO	Janeiro	6	01/01/2002
2003	RO	Janeiro	62	01/01/2003
2004	RO	Janeiro	30	01/01/2004
2005	RO	Janeiro	99	01/01/2005
2006	RO	Janeiro	16	01/01/2006
2007	RO	Janeiro	33	01/01/2007
2008	RO	Janeiro	4	01/01/2008
2009	RO	Janeiro	17	01/01/2009
2010	RO	Janeiro	18	01/01/2010
2011	RO	Janeiro	1	01/01/2011
2012	RO	Janeiro	2	01/01/2012
2013	RO	Janeiro	7	01/01/2013
2014	RO	Janeiro	12	01/01/2014
2015	RO	Janeiro	30	01/01/2015
2016	RO	Janeiro	93	01/01/2016
2017	RO	Janeiro	44	01/01/2017
1998	RO	Fevereiro	0	01/01/1998
1999	RO	Fevereiro	1	01/01/1999
2000	RO	Fevereiro	6	01/01/2000
2001	RO	Fevereiro	2	01/01/2001
2002	RO	Fevereiro	8	01/01/2002
2003	RO	Fevereiro	10	01/01/2003
2004	RO	Fevereiro	12	01/01/2004
2005	RO	Fevereiro	42	01/01/2005
2006	RO	Fevereiro	17	01/01/2006
2007	RO	Fevereiro	8	01/01/2007
2008	RO	Fevereiro	7	01/01/2008
2009	RO	Fevereiro	1	01/01/2009
2010	RO	Fevereiro	9	01/01/2010
2011	RO	Fevereiro	2	01/01/2011
2012	RO	Fevereiro	9	01/01/2012
2013	RO	Fevereiro	8	01/01/2013
2014	RO	Fevereiro	5	01/01/2014
2015	RO	Fevereiro	22	01/01/2015
2016	RO	Fevereiro	88	01/01/2016
2017	RO	Fevereiro	10	01/01/2017
1998	RO	Março	0	01/01/1998
1999	RO	Março	8	01/01/1999
2000	RO	Março	9	01/01/2000
2001	RO	Março	0	01/01/2001
2002	RO	Março	1	01/01/2002
2003	RO	Março	13	01/01/2003
2004	RO	Março	20	01/01/2004
2005	RO	Março	17	01/01/2005
2006	RO	Março	15	01/01/2006
2007	RO	Março	20	01/01/2007
2008	RO	Março	2	01/01/2008
2009	RO	Março	12	01/01/2009
2010	RO	Março	11	01/01/2010
2011	RO	Março	6	01/01/2011
2012	RO	Março	6	01/01/2012
2013	RO	Março	23	01/01/2013
2014	RO	Março	13	01/01/2014
2015	RO	Março	15	01/01/2015
2016	RO	Março	25	01/01/2016
2017	RO	Março	21	01/01/2017
1998	RO	Abril	0	01/01/1998
1999	RO	Abril	3	01/01/1999
2000	RO	Abril	0	01/01/2000
2001	RO	Abril	0	01/01/2001
2002	RO	Abril	3	01/01/2002
2003	RO	Abril	10	01/01/2003
2004	RO	Abril	14	01/01/2004
2005	RO	Abril	7	01/01/2005
2006	RO	Abril	0	01/01/2006
2007	RO	Abril	0	01/01/2007
2008	RO	Abril	8	01/01/2008
2009	RO	Abril	3	01/01/2009
2010	RO	Abril	19	01/01/2010
2011	RO	Abril	8	01/01/2011
2012	RO	Abril	12	01/01/2012
2013	RO	Abril	9	01/01/2013
2014	RO	Abril	15	01/01/2014
2015	RO	Abril	15	01/01/2015
2016	RO	Abril	59	01/01/2016
2017	RO	Abril	19	01/01/2017
1998	RO	Maio	0	01/01/1998
1999	RO	Maio	3	01/01/1999
2000	RO	Maio	13	01/01/2000
2001	RO	Maio	5	01/01/2001
2002	RO	Maio	10	01/01/2002
2003	RO	Maio	21	01/01/2003
2004	RO	Maio	9	01/01/2004
2005	RO	Maio	38	01/01/2005
2006	RO	Maio	7	01/01/2006
2007	RO	Maio	4	01/01/2007
2008	RO	Maio	1	01/01/2008
2009	RO	Maio	6	01/01/2009
2010	RO	Maio	41	01/01/2010
2011	RO	Maio	54	01/01/2011
2012	RO	Maio	22	01/01/2012
2013	RO	Maio	9	01/01/2013
2014	RO	Maio	28	01/01/2014
2015	RO	Maio	13	01/01/2015
2016	RO	Maio	44	01/01/2016
2017	RO	Maio	31	01/01/2017
1998	RO	Junho	26	01/01/1998
1999	RO	Junho	10	01/01/1999
2000	RO	Junho	54	01/01/2000
2001	RO	Junho	31	01/01/2001
2002	RO	Junho	141	01/01/2002
2003	RO	Junho	74	01/01/2003
2004	RO	Junho	151	01/01/2004
2005	RO	Junho	153	01/01/2005
2006	RO	Junho	40	01/01/2006
2007	RO	Junho	71	01/01/2007
2008	RO	Junho	11	01/01/2008
2009	RO	Junho	13	01/01/2009
2010	RO	Junho	44	01/01/2010
2011	RO	Junho	130	01/01/2011
2012	RO	Junho	32	01/01/2012
2013	RO	Junho	22	01/01/2013
2014	RO	Junho	92	01/01/2014
2015	RO	Junho	119	01/01/2015
2016	RO	Junho	170	01/01/2016
2017	RO	Junho	192	01/01/2017
1998	RO	Julho	365	01/01/1998
1999	RO	Julho	135	01/01/1999
2000	RO	Julho	117	01/01/2000
2001	RO	Julho	74	01/01/2001
2002	RO	Julho	539	01/01/2002
2003	RO	Julho	516	01/01/2003
2004	RO	Julho	1.233	01/01/2004
2005	RO	Julho	798	01/01/2005
2006	RO	Julho	314	01/01/2006
2007	RO	Julho	187	01/01/2007
2008	RO	Julho	138	01/01/2008
2009	RO	Julho	110	01/01/2009
2010	RO	Julho	747	01/01/2010
2011	RO	Julho	293	01/01/2011
2012	RO	Julho	205	01/01/2012
2013	RO	Julho	117	01/01/2013
2014	RO	Julho	192	01/01/2014
2015	RO	Julho	423	01/01/2015
2016	RO	Julho	969	01/01/2016
2017	RO	Julho	1.280	01/01/2017
1998	RO	Agosto	2.254	01/01/1998
1999	RO	Agosto	1.976	01/01/1999
2000	RO	Agosto	2.197	01/01/2000
2001	RO	Agosto	2.132	01/01/2001
2002	RO	Agosto	3.465	01/01/2002
2003	RO	Agosto	7.060	01/01/2003
2004	RO	Agosto	6.893	01/01/2004
2005	RO	Agosto	6.672	01/01/2005
2006	RO	Agosto	3.124	01/01/2006
2007	RO	Agosto	4.786	01/01/2007
2008	RO	Agosto	1.251	01/01/2008
2009	RO	Agosto	484	01/01/2009
2010	RO	Agosto	4.388	01/01/2010
2011	RO	Agosto	1.161	01/01/2011
2012	RO	Agosto	2.209	01/01/2012
2013	RO	Agosto	885	01/01/2013
2014	RO	Agosto	3.038	01/01/2014
2015	RO	Agosto	3.762	01/01/2015
2016	RO	Agosto	3.675	01/01/2016
2017	RO	Agosto	4.287	01/01/2017
1998	RO	Setembro	3.753	01/01/1998
1999	RO	Setembro	3.062	01/01/1999
2000	RO	Setembro	2.438	01/01/2000
2001	RO	Setembro	1.927	01/01/2001
2002	RO	Setembro	7.067	01/01/2002
2003	RO	Setembro	6.890	01/01/2003
2004	RO	Setembro	13.050	01/01/2004
2005	RO	Setembro	13.972	01/01/2005
2006	RO	Setembro	9.920	01/01/2006
2007	RO	Setembro	6.832	01/01/2007
2008	RO	Setembro	3.726	01/01/2008
2009	RO	Setembro	1.869	01/01/2009
2010	RO	Setembro	4.893	01/01/2010
2011	RO	Setembro	1.782	01/01/2011
2012	RO	Setembro	2.471	01/01/2012
2013	RO	Setembro	1.776	01/01/2013
2014	RO	Setembro	2.800	01/01/2014
2015	RO	Setembro	6.129	01/01/2015
2016	RO	Setembro	4.208	01/01/2016
2017	RO	Setembro	5.638	01/01/2017
1998	RO	Outubro	483	01/01/1998
1999	RO	Outubro	1.884	01/01/1999
2000	RO	Outubro	644	01/01/2000
2001	RO	Outubro	796	01/01/2001
2002	RO	Outubro	3.554	01/01/2002
2003	RO	Outubro	4.962	01/01/2003
2004	RO	Outubro	3.094	01/01/2004
2005	RO	Outubro	2.559	01/01/2005
2006	RO	Outubro	1.148	01/01/2006
2007	RO	Outubro	2.023	01/01/2007
2008	RO	Outubro	1.482	01/01/2008
2009	RO	Outubro	1.444	01/01/2009
2010	RO	Outubro	1.307	01/01/2010
2011	RO	Outubro	822	01/01/2011
2012	RO	Outubro	1.229	01/01/2012
2013	RO	Outubro	555	01/01/2013
2014	RO	Outubro	1.063	01/01/2014
2015	RO	Outubro	2.598	01/01/2015
2016	RO	Outubro	1.844	01/01/2016
2017	RO	Outubro	2.190	01/01/2017
1998	RO	Novembro	3	01/01/1998
1999	RO	Novembro	41	01/01/1999
2000	RO	Novembro	13	01/01/2000
2001	RO	Novembro	91	01/01/2001
2002	RO	Novembro	639	01/01/2002
2003	RO	Novembro	526	01/01/2003
2004	RO	Novembro	452	01/01/2004
2005	RO	Novembro	465	01/01/2005
2006	RO	Novembro	253	01/01/2006
2007	RO	Novembro	53	01/01/2007
2008	RO	Novembro	78	01/01/2008
2009	RO	Novembro	128	01/01/2009
2010	RO	Novembro	238	01/01/2010
2011	RO	Novembro	245	01/01/2011
2012	RO	Novembro	174	01/01/2012
2013	RO	Novembro	108	01/01/2013
2014	RO	Novembro	202	01/01/2014
2015	RO	Novembro	1.002	01/01/2015
2016	RO	Novembro	401	01/01/2016
2017	RO	Novembro	372	01/01/2017
1998	RO	Dezembro	33	01/01/1998
1999	RO	Dezembro	0	01/01/1999
2000	RO	Dezembro	7	01/01/2000
2001	RO	Dezembro	1	01/01/2001
2002	RO	Dezembro	91	01/01/2002
2003	RO	Dezembro	214	01/01/2003
2004	RO	Dezembro	208	01/01/2004
2005	RO	Dezembro	36	01/01/2005
2006	RO	Dezembro	4	01/01/2006
2007	RO	Dezembro	6	01/01/2007
2008	RO	Dezembro	2	01/01/2008
2009	RO	Dezembro	9	01/01/2009
2010	RO	Dezembro	158	01/01/2010
2011	RO	Dezembro	37	01/01/2011
2012	RO	Dezembro	50	01/01/2012
2013	RO	Dezembro	143	01/01/2013
2014	RO	Dezembro	144	01/01/2014
2015	RO	Dezembro	282	01/01/2015
2016	RO	Dezembro	148	01/01/2016
1998	RR	Janeiro	0	01/01/1998
1999	RR	Janeiro	15	01/01/1999
2000	RR	Janeiro	18	01/01/2000
2001	RR	Janeiro	101	01/01/2001
2002	RR	Janeiro	302	01/01/2002
2003	RR	Janeiro	547	01/01/2003
2004	RR	Janeiro	355	01/01/2004
2005	RR	Janeiro	106	01/01/2005
2006	RR	Janeiro	70	01/01/2006
2007	RR	Janeiro	194	01/01/2007
2008	RR	Janeiro	245	01/01/2008
2009	RR	Janeiro	45	01/01/2009
2010	RR	Janeiro	351	01/01/2010
2011	RR	Janeiro	225	01/01/2011
2012	RR	Janeiro	217	01/01/2012
2013	RR	Janeiro	397	01/01/2013
2014	RR	Janeiro	355	01/01/2014
2015	RR	Janeiro	330	01/01/2015
2016	RR	Janeiro	1.754	01/01/2016
2017	RR	Janeiro	108	01/01/2017
1998	RR	Fevereiro	0	01/01/1998
1999	RR	Fevereiro	20	01/01/1999
2000	RR	Fevereiro	57	01/01/2000
2001	RR	Fevereiro	646	01/01/2001
2002	RR	Fevereiro	476	01/01/2002
2003	RR	Fevereiro	767	01/01/2003
2004	RR	Fevereiro	259	01/01/2004
2005	RR	Fevereiro	105	01/01/2005
2006	RR	Fevereiro	283	01/01/2006
2007	RR	Fevereiro	796	01/01/2007
2008	RR	Fevereiro	138	01/01/2008
2009	RR	Fevereiro	153	01/01/2009
2010	RR	Fevereiro	470	01/01/2010
2011	RR	Fevereiro	112	01/01/2011
2012	RR	Fevereiro	130	01/01/2012
2013	RR	Fevereiro	62	01/01/2013
2014	RR	Fevereiro	226	01/01/2014
2015	RR	Fevereiro	418	01/01/2015
2016	RR	Fevereiro	171	01/01/2016
2017	RR	Fevereiro	129	01/01/2017
1998	RR	Março	0	01/01/1998
1999	RR	Março	98	01/01/1999
2000	RR	Março	125	01/01/2000
2001	RR	Março	1.108	01/01/2001
2002	RR	Março	820	01/01/2002
2003	RR	Março	1.131	01/01/2003
2004	RR	Março	276	01/01/2004
2005	RR	Março	244	01/01/2005
2006	RR	Março	385	01/01/2006
2007	RR	Março	665	01/01/2007
2008	RR	Março	422	01/01/2008
2009	RR	Março	176	01/01/2009
2010	RR	Março	417	01/01/2010
2011	RR	Março	91	01/01/2011
2012	RR	Março	99	01/01/2012
2013	RR	Março	179	01/01/2013
2014	RR	Março	494	01/01/2014
2015	RR	Março	163	01/01/2015
2016	RR	Março	1.081	01/01/2016
2017	RR	Março	216	01/01/2017
1998	RR	Abril	0	01/01/1998
1999	RR	Abril	16	01/01/1999
2000	RR	Abril	0	01/01/2000
2001	RR	Abril	380	01/01/2001
2002	RR	Abril	41	01/01/2002
2003	RR	Abril	268	01/01/2003
2004	RR	Abril	182	01/01/2004
2005	RR	Abril	22	01/01/2005
2006	RR	Abril	201	01/01/2006
2007	RR	Abril	58	01/01/2007
2008	RR	Abril	175	01/01/2008
2009	RR	Abril	115	01/01/2009
2010	RR	Abril	15	01/01/2010
2011	RR	Abril	108	01/01/2011
2012	RR	Abril	25	01/01/2012
2013	RR	Abril	87	01/01/2013
2014	RR	Abril	162	01/01/2014
2015	RR	Abril	278	01/01/2015
2016	RR	Abril	126	01/01/2016
2017	RR	Abril	51	01/01/2017
1998	RR	Maio	0	01/01/1998
1999	RR	Maio	0	01/01/1999
2000	RR	Maio	7	01/01/2000
2001	RR	Maio	9	01/01/2001
2002	RR	Maio	0	01/01/2002
2003	RR	Maio	0	01/01/2003
2004	RR	Maio	2	01/01/2004
2005	RR	Maio	1	01/01/2005
2006	RR	Maio	0	01/01/2006
2007	RR	Maio	0	01/01/2007
2008	RR	Maio	8	01/01/2008
2009	RR	Maio	219	01/01/2009
2010	RR	Maio	3	01/01/2010
2011	RR	Maio	4	01/01/2011
2012	RR	Maio	18	01/01/2012
2013	RR	Maio	4	01/01/2013
2014	RR	Maio	58	01/01/2014
2015	RR	Maio	12	01/01/2015
2016	RR	Maio	22	01/01/2016
2017	RR	Maio	29	01/01/2017
1998	RR	Junho	0	01/01/1998
1999	RR	Junho	3	01/01/1999
2000	RR	Junho	0	01/01/2000
2001	RR	Junho	1	01/01/2001
2002	RR	Junho	0	01/01/2002
2003	RR	Junho	0	01/01/2003
2004	RR	Junho	6	01/01/2004
2005	RR	Junho	5	01/01/2005
2006	RR	Junho	0	01/01/2006
2007	RR	Junho	1	01/01/2007
2008	RR	Junho	0	01/01/2008
2009	RR	Junho	16	01/01/2009
2010	RR	Junho	0	01/01/2010
2011	RR	Junho	6	01/01/2011
2012	RR	Junho	22	01/01/2012
2013	RR	Junho	6	01/01/2013
2014	RR	Junho	4	01/01/2014
2015	RR	Junho	3	01/01/2015
2016	RR	Junho	7	01/01/2016
2017	RR	Junho	4	01/01/2017
1998	RR	Julho	1	01/01/1998
1999	RR	Julho	4	01/01/1999
2000	RR	Julho	0	01/01/2000
2001	RR	Julho	1	01/01/2001
2002	RR	Julho	7	01/01/2002
2003	RR	Julho	0	01/01/2003
2004	RR	Julho	2	01/01/2004
2005	RR	Julho	2	01/01/2005
2006	RR	Julho	0	01/01/2006
2007	RR	Julho	3	01/01/2007
2008	RR	Julho	0	01/01/2008
2009	RR	Julho	18	01/01/2009
2010	RR	Julho	1	01/01/2010
2011	RR	Julho	9	01/01/2011
2012	RR	Julho	2	01/01/2012
2013	RR	Julho	4	01/01/2013
2014	RR	Julho	9	01/01/2014
2015	RR	Julho	5	01/01/2015
2016	RR	Julho	0	01/01/2016
2017	RR	Julho	3	01/01/2017
1998	RR	Agosto	0	01/01/1998
1999	RR	Agosto	1	01/01/1999
2000	RR	Agosto	9	01/01/2000
2001	RR	Agosto	4	01/01/2001
2002	RR	Agosto	7	01/01/2002
2003	RR	Agosto	2	01/01/2003
2004	RR	Agosto	18	01/01/2004
2005	RR	Agosto	9	01/01/2005
2006	RR	Agosto	4	01/01/2006
2007	RR	Agosto	2	01/01/2007
2008	RR	Agosto	4	01/01/2008
2009	RR	Agosto	29	01/01/2009
2010	RR	Agosto	3	01/01/2010
2011	RR	Agosto	39	01/01/2011
2012	RR	Agosto	4	01/01/2012
2013	RR	Agosto	3	01/01/2013
2014	RR	Agosto	12	01/01/2014
2015	RR	Agosto	11	01/01/2015
2016	RR	Agosto	11	01/01/2016
2017	RR	Agosto	35	01/01/2017
1998	RR	Setembro	2	01/01/1998
1999	RR	Setembro	3	01/01/1999
2000	RR	Setembro	12	01/01/2000
2001	RR	Setembro	1	01/01/2001
2002	RR	Setembro	48	01/01/2002
2003	RR	Setembro	6	01/01/2003
2004	RR	Setembro	9	01/01/2004
2005	RR	Setembro	72	01/01/2005
2006	RR	Setembro	40	01/01/2006
2007	RR	Setembro	9	01/01/2007
2008	RR	Setembro	17	01/01/2008
2009	RR	Setembro	117	01/01/2009
2010	RR	Setembro	18	01/01/2010
2011	RR	Setembro	53	01/01/2011
2012	RR	Setembro	67	01/01/2012
2013	RR	Setembro	18	01/01/2013
2014	RR	Setembro	67	01/01/2014
2015	RR	Setembro	77	01/01/2015
2016	RR	Setembro	19	01/01/2016
2017	RR	Setembro	43	01/01/2017
1998	RR	Outubro	1	01/01/1998
1999	RR	Outubro	10	01/01/1999
2000	RR	Outubro	25	01/01/2000
2001	RR	Outubro	13	01/01/2001
2002	RR	Outubro	191	01/01/2002
2003	RR	Outubro	14	01/01/2003
2004	RR	Outubro	53	01/01/2004
2005	RR	Outubro	88	01/01/2005
2006	RR	Outubro	135	01/01/2006
2007	RR	Outubro	15	01/01/2007
2008	RR	Outubro	78	01/01/2008
2009	RR	Outubro	197	01/01/2009
2010	RR	Outubro	64	01/01/2010
2011	RR	Outubro	65	01/01/2011
2012	RR	Outubro	152	01/01/2012
2013	RR	Outubro	63	01/01/2013
2014	RR	Outubro	61	01/01/2014
2015	RR	Outubro	181	01/01/2015
2016	RR	Outubro	101	01/01/2016
2017	RR	Outubro	156	01/01/2017
1998	RR	Novembro	1	01/01/1998
1999	RR	Novembro	15	01/01/1999
2000	RR	Novembro	32	01/01/2000
2001	RR	Novembro	76	01/01/2001
2002	RR	Novembro	133	01/01/2002
2003	RR	Novembro	27	01/01/2003
2004	RR	Novembro	135	01/01/2004
2005	RR	Novembro	135	01/01/2005
2006	RR	Novembro	26	01/01/2006
2007	RR	Novembro	112	01/01/2007
2008	RR	Novembro	39	01/01/2008
2009	RR	Novembro	312	01/01/2009
2010	RR	Novembro	27	01/01/2010
2011	RR	Novembro	121	01/01/2011
2012	RR	Novembro	187	01/01/2012
2013	RR	Novembro	106	01/01/2013
2014	RR	Novembro	143	01/01/2014
2015	RR	Novembro	280	01/01/2015
2016	RR	Novembro	71	01/01/2016
2017	RR	Novembro	327	01/01/2017
1998	RR	Dezembro	16	01/01/1998
1999	RR	Dezembro	35	01/01/1999
2000	RR	Dezembro	77	01/01/2000
2001	RR	Dezembro	76	01/01/2001
2002	RR	Dezembro	199	01/01/2002
2003	RR	Dezembro	157	01/01/2003
2004	RR	Dezembro	160	01/01/2004
2005	RR	Dezembro	71	01/01/2005
2006	RR	Dezembro	101	01/01/2006
2007	RR	Dezembro	8	01/01/2007
2008	RR	Dezembro	5	01/01/2008
2009	RR	Dezembro	290	01/01/2009
2010	RR	Dezembro	73	01/01/2010
2011	RR	Dezembro	249	01/01/2011
2012	RR	Dezembro	78	01/01/2012
2013	RR	Dezembro	65	01/01/2013
2014	RR	Dezembro	277	01/01/2014
2015	RR	Dezembro	304	01/01/2015
2016	RR	Dezembro	136	01/01/2016
1998	SC	Janeiro	0	01/01/1998
1999	SC	Janeiro	11	01/01/1999
2000	SC	Janeiro	14	01/01/2000
2001	SC	Janeiro	11	01/01/2001
2002	SC	Janeiro	22	01/01/2002
2003	SC	Janeiro	45	01/01/2003
2004	SC	Janeiro	37	01/01/2004
2005	SC	Janeiro	46	01/01/2005
2006	SC	Janeiro	41	01/01/2006
2007	SC	Janeiro	9	01/01/2007
2008	SC	Janeiro	25	01/01/2008
2009	SC	Janeiro	21	01/01/2009
2010	SC	Janeiro	2	01/01/2010
2011	SC	Janeiro	9	01/01/2011
2012	SC	Janeiro	14	01/01/2012
2013	SC	Janeiro	18	01/01/2013
2014	SC	Janeiro	58	01/01/2014
2015	SC	Janeiro	28	01/01/2015
2016	SC	Janeiro	53	01/01/2016
2017	SC	Janeiro	46	01/01/2017
1998	SC	Fevereiro	0	01/01/1998
1999	SC	Fevereiro	2	01/01/1999
2000	SC	Fevereiro	8	01/01/2000
2001	SC	Fevereiro	0	01/01/2001
2002	SC	Fevereiro	5	01/01/2002
2003	SC	Fevereiro	43	01/01/2003
2004	SC	Fevereiro	29	01/01/2004
2005	SC	Fevereiro	46	01/01/2005
2006	SC	Fevereiro	18	01/01/2006
2007	SC	Fevereiro	14	01/01/2007
2008	SC	Fevereiro	29	01/01/2008
2009	SC	Fevereiro	7	01/01/2009
2010	SC	Fevereiro	15	01/01/2010
2011	SC	Fevereiro	1	01/01/2011
2012	SC	Fevereiro	13	01/01/2012
2013	SC	Fevereiro	12	01/01/2013
2014	SC	Fevereiro	27	01/01/2014
2015	SC	Fevereiro	23	01/01/2015
2016	SC	Fevereiro	10	01/01/2016
2017	SC	Fevereiro	31	01/01/2017
1998	SC	Março	0	01/01/1998
1999	SC	Março	7	01/01/1999
2000	SC	Março	46	01/01/2000
2001	SC	Março	1	01/01/2001
2002	SC	Março	12	01/01/2002
2003	SC	Março	58	01/01/2003
2004	SC	Março	73	01/01/2004
2005	SC	Março	92	01/01/2005
2006	SC	Março	48	01/01/2006
2007	SC	Março	23	01/01/2007
2008	SC	Março	14	01/01/2008
2009	SC	Março	33	01/01/2009
2010	SC	Março	9	01/01/2010
2011	SC	Março	8	01/01/2011
2012	SC	Março	65	01/01/2012
2013	SC	Março	14	01/01/2013
2014	SC	Março	15	01/01/2014
2015	SC	Março	37	01/01/2015
2016	SC	Março	21	01/01/2016
2017	SC	Março	12	01/01/2017
1998	SC	Abril	0	01/01/1998
1999	SC	Abril	0	01/01/1999
2000	SC	Abril	7	01/01/2000
2001	SC	Abril	1	01/01/2001
2002	SC	Abril	7	01/01/2002
2003	SC	Abril	120	01/01/2003
2004	SC	Abril	59	01/01/2004
2005	SC	Abril	25	01/01/2005
2006	SC	Abril	30	01/01/2006
2007	SC	Abril	2	01/01/2007
2008	SC	Abril	31	01/01/2008
2009	SC	Abril	57	01/01/2009
2010	SC	Abril	19	01/01/2010
2011	SC	Abril	5	01/01/2011
2012	SC	Abril	40	01/01/2012
2013	SC	Abril	46	01/01/2013
2014	SC	Abril	34	01/01/2014
2015	SC	Abril	32	01/01/2015
2016	SC	Abril	36	01/01/2016
2017	SC	Abril	26	01/01/2017
1998	SC	Maio	0	01/01/1998
1999	SC	Maio	1	01/01/1999
2000	SC	Maio	0	01/01/2000
2001	SC	Maio	2	01/01/2001
2002	SC	Maio	3	01/01/2002
2003	SC	Maio	84	01/01/2003
2004	SC	Maio	2	01/01/2004
2005	SC	Maio	21	01/01/2005
2006	SC	Maio	33	01/01/2006
2007	SC	Maio	2	01/01/2007
2008	SC	Maio	15	01/01/2008
2009	SC	Maio	33	01/01/2009
2010	SC	Maio	1	01/01/2010
2011	SC	Maio	16	01/01/2011
2012	SC	Maio	60	01/01/2012
2013	SC	Maio	52	01/01/2013
2014	SC	Maio	42	01/01/2014
2015	SC	Maio	70	01/01/2015
2016	SC	Maio	26	01/01/2016
2017	SC	Maio	36	01/01/2017
1998	SC	Junho	2	01/01/1998
1999	SC	Junho	0	01/01/1999
2000	SC	Junho	2	01/01/2000
2001	SC	Junho	1	01/01/2001
2002	SC	Junho	0	01/01/2002
2003	SC	Junho	68	01/01/2003
2004	SC	Junho	127	01/01/2004
2005	SC	Junho	58	01/01/2005
2006	SC	Junho	32	01/01/2006
2007	SC	Junho	11	01/01/2007
2008	SC	Junho	2	01/01/2008
2009	SC	Junho	14	01/01/2009
2010	SC	Junho	1	01/01/2010
2011	SC	Junho	26	01/01/2011
2012	SC	Junho	42	01/01/2012
2013	SC	Junho	31	01/01/2013
2014	SC	Junho	3	01/01/2014
2015	SC	Junho	104	01/01/2015
2016	SC	Junho	79	01/01/2016
2017	SC	Junho	70	01/01/2017
1998	SC	Julho	0	01/01/1998
1999	SC	Julho	2	01/01/1999
2000	SC	Julho	21	01/01/2000
2001	SC	Julho	5	01/01/2001
2002	SC	Julho	82	01/01/2002
2003	SC	Julho	43	01/01/2003
2004	SC	Julho	94	01/01/2004
2005	SC	Julho	90	01/01/2005
2006	SC	Julho	74	01/01/2006
2007	SC	Julho	12	01/01/2007
2008	SC	Julho	46	01/01/2008
2009	SC	Julho	26	01/01/2009
2010	SC	Julho	31	01/01/2010
2011	SC	Julho	31	01/01/2011
2012	SC	Julho	42	01/01/2012
2013	SC	Julho	69	01/01/2013
2014	SC	Julho	82	01/01/2014
2015	SC	Julho	45	01/01/2015
2016	SC	Julho	480	01/01/2016
2017	SC	Julho	591	01/01/2017
1998	SC	Agosto	0	01/01/1998
1999	SC	Agosto	51	01/01/1999
2000	SC	Agosto	69	01/01/2000
2001	SC	Agosto	24	01/01/2001
2002	SC	Agosto	702	01/01/2002
2003	SC	Agosto	1.513	01/01/2003
